"collected_at","title","organization","category","region","amount","application_start","application_deadline","url","source","status","summary","data_formats","updated_at"
"2026-08-24T21:07:09.326Z","障害者福祉_調査事業等の公募_12 平成２６年度障害者対策総合研究推進事業","厚生労働省","公募・入札公告","全国","","","","https://data.e-gov.go.jp/data/dataset/mhlw_20140917_1084","e-Govデータポータル（公募・入札公告）","ok","このデータセットには説明がありません","HTML","2023-05-31"
"2026-08-24T21:07:09.326Z","障害者福祉_心の健康_イベント・公募情報等","厚生労働省","公募・入札公告","全国","","","","https://data.e-gov.go.jp/data/dataset/mhlw_20180910_0001","e-Govデータポータル（公募・入札公告）","ok","このデータセットには説明がありません","PDF / HTML","2023-05-25"
"2026-08-24T21:07:09.326Z","障害者福祉_調査事業等の公募_1 障害者総合福祉推進事業","厚生労働省","公募・入札公告","全国","","","","https://data.e-gov.go.jp/data/dataset/mhlw_20140917_1073","e-Govデータポータル（公募・入札公告）","ok","このデータセットには説明がありません","HTML","2023-05-25"
"2026-08-24T21:07:09.326Z","障害者福祉_調査事業等の公募_9 平成24年度障害程度区分調査・検証事業","厚生労働省","公募・入札公告","全国","","","","https://data.e-gov.go.jp/data/dataset/mhlw_20140917_1081","e-Govデータポータル（公募・入札公告）","ok","このデータセットには説明がありません","HTML","2023-05-25"
"2026-08-24T21:07:09.326Z","障害者福祉_調査事業等の公募_10 平成26年度支給決定・計画作成マネジメント調査事業","厚生労働省","公募・入札公告","全国","","","","https://data.e-gov.go.jp/data/dataset/mhlw_20140917_1082","e-Govデータポータル（公募・入札公告）","ok","このデータセットには説明がありません","HTML","2023-06-01"
"2026-08-24T21:07:09.326Z","障害者福祉_調査事業等の公募_4 障害者自立支援機器等研究開発プロジェクト","厚生労働省","公募・入札公告","全国","","","","https://data.e-gov.go.jp/data/dataset/mhlw_20140917_1076","e-Govデータポータル（公募・入札公告）","ok","このデータセットには説明がありません","HTML / PDF","2023-06-15"
"2026-08-24T21:07:09.326Z","障害者福祉_調査事業等の公募_2 障害者自立支援調査研究プロジェクト","厚生労働省","公募・入札公告","全国","","","","https://data.e-gov.go.jp/data/dataset/mhlw_20140917_1074","e-Govデータポータル（公募・入札公告）","ok","このデータセットには説明がありません","HTML","2023-06-02"
"2026-08-24T21:07:09.326Z","公募に関する公示","防衛省","公募・入札公告","全国","","","","https://data.e-gov.go.jp/data/dataset/mod_20140905_0211","e-Govデータポータル（公募・入札公告）","ok","九州防衛局および熊本防衛支局における入札公告を掲載","HTML","2025-05-21"
"2026-08-24T21:07:09.326Z","建設工事関係_入札公告","防衛省","公募・入札公告","全国","","","","https://data.e-gov.go.jp/data/dataset/mod_20150109_0042","e-Govデータポータル（公募・入札公告）","ok","建設工事･建設コンサル業務入札入札公告情報","HTML","2024-12-03"
"2026-08-24T21:07:09.326Z","調達関係情報_建設工事情報_入札公告等_業務","防衛省","公募・入札公告","全国","","","","https://data.e-gov.go.jp/data/dataset/mod_20191025_0004","e-Govデータポータル（公募・入札公告）","ok","建設工事の入札公告情報（一般予算）","HTML","2025-05-08"
"2026-08-24T21:07:09.326Z","入札・契約情報_建設工事関係_入札公告等","防衛省","公募・入札公告","全国","","","","https://data.e-gov.go.jp/data/dataset/mod_20201105_0004","e-Govデータポータル（公募・入札公告）","ok","建設工事関係の入札公告等","HTML","2025-05-08"
"2026-08-24T21:07:09.326Z","調達情報","防衛省","公募・入札公告","全国","","","","https://data.e-gov.go.jp/data/dataset/mod_20140905_0057","e-Govデータポータル（公募・入札公告）","ok","調達に関する情報","PDF","2024-11-21"
"2026-08-24T21:07:09.326Z","熊本防衛支局入札・契約等情報（建設工事関係） 入札公告","防衛省","公募・入札公告","全国","","","","https://data.e-gov.go.jp/data/dataset/mod_20140905_0206","e-Govデータポータル（公募・入札公告）","ok","熊本防衛支局における工事・業務に関する入札情報","HTML","2025-05-21"
"2026-08-24T21:07:09.326Z","九州防衛局入札・契約等情報（建設工事関係） 入札公告","防衛省","公募・入札公告","全国","","","","https://data.e-gov.go.jp/data/dataset/mod_20140905_0191","e-Govデータポータル（公募・入札公告）","ok","九州防衛局における工事・業務に関する入札情報","HTML","2025-05-21"
"2026-08-24T21:07:09.326Z","政府調達関連公告等","防衛省","公募・入札公告","全国","","","","https://data.e-gov.go.jp/data/dataset/mod_20140905_0020","e-Govデータポータル（公募・入札公告）","ok","調達に関する情報","HTML","2023-06-08"
"2026-08-24T21:07:09.326Z","調達関係情報","防衛省","公募・入札公告","全国","","","","https://data.e-gov.go.jp/data/dataset/mod_20140905_0146","e-Govデータポータル（公募・入札公告）","ok","総務部・企画部・管理部関係の調達情報","HTML","2025-05-08"
"2026-08-24T21:07:09.326Z","各種公表資料等_「１者応札、１者応募」に係る改善方策","人事院","公募・入札公告","全国","","","","https://data.e-gov.go.jp/data/dataset/jinji_20180907_0002","e-Govデータポータル（公募・入札公告）","ok","競争性のある契約方式（一般競争入札、企画競争及び公募）を採用した契約の中で応札者又は応募者が1者のみであった契約について、応札者数を増やし実質的な競争性を確保するための方策です。","PDF / XLS","2026-01-28"
"2026-08-24T21:07:09.326Z","令和２年度_人事院調達情報","人事院","公募・入札公告","全国","","","","https://data.e-gov.go.jp/data/dataset/jinji_20200526_0002","e-Govデータポータル（公募・入札公告）","ok","令和２年度人事院における調達に係る情報です。","HTML / PDF","2025-10-17"
"2026-08-24T21:07:09.326Z","令和元年度_人事院調達情報","人事院","公募・入札公告","全国","","","","https://data.e-gov.go.jp/data/dataset/jinji_20190516_0002","e-Govデータポータル（公募・入札公告）","ok","令和元年度人事院における調達に係る情報です。","HTML / PDF / XLS / XLSX","2025-06-30"
"2026-08-24T21:07:09.326Z","平成29年度_人事院調達情報","人事院","公募・入札公告","全国","","","","https://data.e-gov.go.jp/data/dataset/jinji_20170509_0001","e-Govデータポータル（公募・入札公告）","ok","平成29年度人事院における調達に係る情報です。","HTML / XLSX / XLS / PDF","2025-06-30"
"2026-08-24T21:07:09.326Z","令和４年度_人事院調達情報","人事院","公募・入札公告","全国","","","","https://data.e-gov.go.jp/data/dataset/jinji_20230119_0004","e-Govデータポータル（公募・入札公告）","ok","令和４年度人事院における調達に係る情報です。","HTML / PDF","2025-09-01"
"2026-08-24T21:07:09.326Z","平成30年度_人事院調達情報","人事院","公募・入札公告","全国","","","","https://data.e-gov.go.jp/data/dataset/jinji_20180518_0003","e-Govデータポータル（公募・入札公告）","ok","平成30年度人事院における調達に係る情報です。","HTML / XLSX / XLS / PDF","2025-10-17"
"2026-08-24T21:07:09.326Z","令和３年度_人事院調達情報","人事院","公募・入札公告","全国","","","","https://data.e-gov.go.jp/data/dataset/jinji_20210602_0002","e-Govデータポータル（公募・入札公告）","ok","令和３年度人事院における調達に係る情報です。","HTML / PDF","2025-06-27"
# 出典：e-Govデータポータル（デジタル庁）（https://data.e-gov.go.jp/data/dataset）
# 利用条件：公共データ利用規約（第1.0版）PDL1.0（https://www.digital.go.jp/resources/open_data/public_data_license_v1.0）
# 加工の有無：あり。「データセット検索結果」（デジタル庁 e-Govデータポータル）（https://data.e-gov.go.jp/data/dataset）をもとに grant-info-collector が作成。
# 加工主体：grant-info-collector（本ツールの実行者）。デジタル庁が作成した未加工の情報ではない。
# 未取得の列：金額・受付開始日・受付締切日は、出典側のカタログに項目が無いため空欄とする（推定値は入れない）。
